invoice_number,release_date,business_partner_code,seller_code,invoice_value,item_quantity,item_code
10595,2025-01-13,C000215,87,3014.62,6,101112
10596,2025-01-14,C000917,59,7922.47,35,101101
10596,2025-01-14,C000917,59,0.0,25,MO.TcAg.100
10596,2025-01-14,C000917,59,6190.39,8,060401
10596,2025-01-14,C000917,59,485.21,1,CM05.000033
10596,2025-01-14,C000917,59,73.82,15,EQ04.000055
10597,2025-01-14,C000387,88,0.0,16,CM01.000018
10597,2025-01-14,C000387,88,0.0,22,CM01.000372
10597,2025-01-14,C000387,88,0.0,15,MO.HFps.200
10597,2025-01-14,C000387,88,54105.85,31,101112
10598,2025-01-14,C000218,89,936.09,13,CM05.000033
10600,2025-01-14,C000349,59,269202.75,95,101112
10600,2025-01-14,C000349,59,0.0,108,MO.HFps.200
10600,2025-01-14,C000349,59,0.0,93,CM01.000372
10600,2025-01-14,C000349,59,0.0,96,CM01.000018
10601,2025-01-14,C000273,68,6437.2,8,060401
10602,2025-01-14,C000511,26,117976.67,33,101112
10602,2025-01-14,C000511,26,0.0,46,MO.HFps.200
10602,2025-01-14,C000511,26,0.0,38,CM01.000372
10602,2025-01-14,C000511,26,0.0,33,CM01.000018
10603,2025-01-14,C001232,73,0.0,11,MO.HFps.200
10603,2025-01-14,C001232,73,3041.39,6,101112
10603,2025-01-14,C001232,73,209.38,2,CM05.000033
10603,2025-01-14,C001232,73,296.88,1,EQ02.000653
10603,2025-01-14,C001232,73,15.0,2,EQ04.000055
10603,2025-01-14,C001232,73,0.0,1,CM01.000372
10603,2025-01-14,C001232,73,0.0,12,CM01.000018
10604,2025-01-14,C000006,83,24022.58,1,060401
10605,2025-01-14,C000352,83,23391.82,27,101112
10605,2025-01-14,C000352,83,0.0,20,MO.HFps.200
10605,2025-01-14,C000352,83,0.0,18,CM01.000372
10605,2025-01-14,C000352,83,0.0,25,CM01.000018
10605,2025-01-14,C000352,83,9499.71,26,101100
10605,2025-01-14,C000352,83,0.0,23,MO.TcAs.100
10606,2025-01-14,C000352,83,0.0,13,MO.TcAs.100
10606,2025-01-14,C000352,83,2680.31,18,101100
10606,2025-01-14,C000352,83,0.0,1,CM01.000018
10606,2025-01-14,C000352,83,0.0,6,CM01.000372
10606,2025-01-14,C000352,83,0.0,2,MO.HFps.200
10606,2025-01-14,C000352,83,13640.2,18,101112
10607,2025-01-14,C000273,68,1031.4,12,101112
10607,2025-01-14,C000273,68,0.0,9,MO.HFps.200
10607,2025-01-14,C000273,68,0.0,1,CM01.000372
10607,2025-01-14,C000273,68,0.0,1,CM01.000018
10610,2025-01-14,C000273,68,1572.62,1,101112
10610,2025-01-14,C000273,68,0.0,1,MO.HFps.200
10610,2025-01-14,C000273,68,0.0,5,CM01.000372
10610,2025-01-14,C000273,68,0.0,1,CM01.000018
10612,2025-01-14,C000273,68,527.22,1,101112
10612,2025-01-14,C000273,68,0.0,1,MO.HFps.200
10612,2025-01-14,C000273,68,0.0,1,CM01.000372
10612,2025-01-14,C000273,68,0.0,1,CM01.000018
10615,2025-01-15,C000510,82,0.0,20,MO.TcAg.110
10615,2025-01-15,C000510,82,21915.72,28,101101
10615,2025-01-15,C000510,82,1946.5,3,060401
10615,2025-01-15,C000510,82,0.0,9,MO.TcAs.100
10615,2025-01-15,C000510,82,2199.67,12,101100
10615,2025-01-15,C000510,82,0.0,29,CM01.000018
10615,2025-01-15,C000510,82,0.0,29,CM01.000372
10615,2025-01-15,C000510,82,0.0,22,MO.HFps.200
10615,2025-01-15,C000510,82,32121.01,19,101112
10615,2025-01-15,C000510,82,135.48,17,EQ04.000055
10615,2025-01-15,C000510,82,596.91,1,EQ02.000653
10615,2025-01-15,C000510,82,1031.92,2,CM05.000033
10617,2025-01-15,C000352,83,16073.01,1,060401
10621,2025-01-15,C000215,87,5030.27,5,101112
10621,2025-01-15,C000215,87,0.0,1,MO.HFps.200
10621,2025-01-15,C000215,87,0.0,15,CM01.000372
10621,2025-01-15,C000215,87,0.0,3,CM01.000018
10622,2025-01-15,C000215,87,375.23,10,CM05.000033
10622,2025-01-15,C000215,87,54.18,1,EQ04.000055
10623,2025-01-15,C000215,87,969.28,1,CM05.000033
10623,2025-01-15,C000215,87,16.3,1,EQ04.000055
10626,2025-01-15,C000108,87,9934.24,6,101112
10626,2025-01-15,C000108,87,0.0,6,MO.HFps.200
10626,2025-01-15,C000108,87,0.0,18,CM01.000372
10626,2025-01-15,C000108,87,0.0,17,CM01.000018
10628,2025-01-15,C000886,83,7178.18,1,060401
10628,2025-01-15,C000886,83,29708.89,29,101101
10628,2025-01-15,C000886,83,0.0,34,MO.TcAg.110
10630,2025-01-15,C000188,82,0.0,19,CM01.000018
10630,2025-01-15,C000188,82,0.0,6,CM01.000372
10630,2025-01-15,C000188,82,0.0,14,MO.HFps.200
10630,2025-01-15,C000188,82,20951.53,18,101112
10631,2025-01-15,C000352,83,373.37,8,CM05.000033
10632,2025-01-15,C000900,87,16522.2,10,101112
10632,2025-01-15,C000900,87,0.0,18,MO.HFps.200
10632,2025-01-15,C000900,87,0.0,10,CM01.000372
10632,2025-01-15,C000900,87,0.0,12,CM01.000018
10633,2025-01-15,C000273,68,3919.14,1,060401
10633,2025-01-15,C000273,68,2217.62,6,060401
10633,2025-01-15,C000273,68,6735.99,8,060401
10633,2025-01-15,C000273,68,1483.97,1,060401
10633,2025-01-15,C000273,68,1896.44,1,060401
10634,2025-01-15,C000006,83,2723.04,9,060401
10636,2025-01-15,C000273,68,558.47,1,101112
10636,2025-01-15,C000273,68,0.0,10,MO.HFps.200
10636,2025-01-15,C000273,68,0.0,10,CM01.000372
10636,2025-01-15,C000273,68,0.0,12,CM01.000018
10637,2025-01-15,C000215,87,0.0,5,CM01.000018
10637,2025-01-15,C000215,87,0.0,1,CM01.000372
10637,2025-01-15,C000215,87,0.0,6,MO.HFps.200
10637,2025-01-15,C000215,87,3016.88,11,101112
10638,2025-01-16,C000009,83,265.86,4,CM05.000033
10639,2025-01-16,C000198,26,1559.97,1,101100
10639,2025-01-16,C000198,26,0.0,7,MO.TcAs.100
10640,2025-01-16,C000544,5,0.0,13,MO.HFps.200
10640,2025-01-16,C000544,5,11466.58,5,101112
10640,2025-01-16,C000544,5,0.0,5,CM01.000372
10640,2025-01-16,C000544,5,0.0,15,CM01.000018
10641,2025-01-16,C001234,73,943.64,1,101101
10641,2025-01-16,C001234,73,0.0,12,MO.TcAg.110
10642,2025-01-16,C000804,43,1453879.02,593,101112
10642,2025-01-16,C000804,43,0.0,611,MO.HFps.200
10642,2025-01-16,C000804,43,0.0,598,CM01.000372
10642,2025-01-16,C000804,43,0.0,594,CM01.000018
10642,2025-01-16,C000804,43,78365.29,23,060401-S
10645,2025-01-20,C000123,88,0.0,1,CM01.000018
10645,2025-01-20,C000123,88,0.0,13,CM01.000372
10645,2025-01-20,C000123,88,0.0,12,MO.HFps.200
10645,2025-01-20,C000123,88,4115.53,5,101112
10649,2025-01-20,C000377,7,0.0,276,MO.TcAg.100
10649,2025-01-20,C000377,7,128369.99,281,101101
10650,2025-01-21,C000815,74,0.0,11,CM01.000018
10650,2025-01-21,C000815,74,0.0,1,CM01.000372
10650,2025-01-21,C000815,74,0.0,1,MO.HFps.200
10650,2025-01-21,C000815,74,23269.36,2,101112
10651,2025-01-21,C000963,74,0.0,5,CM01.000018
10651,2025-01-21,C000963,74,0.0,1,CM01.000372
10651,2025-01-21,C000963,74,0.0,6,MO.HFps.200
10651,2025-01-21,C000963,74,3308.69,9,101112
10652,2025-01-21,C000188,82,0.0,4,MO.HFps.200
10652,2025-01-21,C000188,82,1125.96,3,101112
10652,2025-01-21,C000188,82,0.0,7,CM01.000372
10652,2025-01-21,C000188,82,0.0,1,CM01.000018
10652,2025-01-21,C000188,82,3974.21,12,060401
10653,2025-01-21,C000925,83,3605.01,34,101101
10653,2025-01-21,C000925,83,0.0,19,MO.TcAg.110
10654,2025-01-21,C000741,73,237.87,9,CM05.000033
10654,2025-01-21,C000741,73,50220.83,19,101112
10654,2025-01-21,C000741,73,0.0,26,MO.HFps.200
10654,2025-01-21,C000741,73,0.0,27,CM01.000372
10654,2025-01-21,C000741,73,0.0,8,CM01.000018
10655,2025-01-21,C001190,73,1778.21,1,101101
10655,2025-01-21,C001190,73,0.0,1,MO.TcAg.110
10655,2025-01-21,C001190,73,9258.62,5,101100
10655,2025-01-21,C001190,73,0.0,11,MO.TcAs.100
10656,2025-01-21,C001236,88,0.0,1,CM02.000089
10656,2025-01-21,C001236,88,0.0,1,CM06.000140
10656,2025-01-21,C001236,88,0.0,6,EQ02.000002
10656,2025-01-21,C001236,88,0.0,1,MO.HFpPO.200
10656,2025-01-21,C001236,88,1963.55,2,101112-PO
10657,2025-01-21,C000468,2,7161.88,1,101112
10657,2025-01-21,C000468,2,0.0,7,MO.HFps.200
10657,2025-01-21,C000468,2,0.0,2,CM01.000372
10657,2025-01-21,C000468,2,0.0,1,CM01.000018
10658,2025-01-21,C000468,2,0.0,14,MO.TcAg.110
10658,2025-01-21,C000468,2,20647.97,23,101101
10660,2025-01-22,C001104,43,3538.01,1,101100
10660,2025-01-22,C001104,43,0.0,8,MO.TcAs.100
10661,2025-01-22,C001104,43,6172.57,1,060400
10662,2025-01-22,C000273,68,1673.81,11,101112
10662,2025-01-22,C000273,68,0.0,2,MO.HFps.200
10662,2025-01-22,C000273,68,0.0,10,CM01.000372
10662,2025-01-22,C000273,68,0.0,1,CM01.000018
10663,2025-01-22,C000273,68,0.0,56,CM01.000018
10663,2025-01-22,C000273,68,0.0,42,CM01.000372
10663,2025-01-22,C000273,68,0.0,60,MO.HFps.200
10663,2025-01-22,C000273,68,35268.58,44,101112
10664,2025-01-22,C000009,83,0.0,12,CM01.000018
10664,2025-01-22,C000009,83,2648.63,13,101112
10664,2025-01-22,C000009,83,0.0,1,MO.HFps.200
10664,2025-01-22,C000009,83,0.0,7,CM01.000372
10665,2025-01-22,C000009,83,0.0,17,CM01.000372
10665,2025-01-22,C000009,83,0.0,12,MO.HFps.200
10665,2025-01-22,C000009,83,5376.68,17,101112
10665,2025-01-22,C000009,83,0.0,19,CM01.000018
10666,2025-01-22,C000006,83,4475.9,1,060401
10667,2025-01-22,C000273,68,0.0,1,CM01.000018
10667,2025-01-22,C000273,68,0.0,1,CM01.000372
10667,2025-01-22,C000273,68,0.0,6,MO.HFps.200
10667,2025-01-22,C000273,68,1149.16,11,101112
10668,2025-01-22,C000215,87,1924.21,3,CM05.000033
10668,2025-01-22,C000215,87,108.87,1,EQ04.000055
10669,2025-01-22,C000215,87,350.08,8,CM05.000033
10670,2025-01-22,C000215,87,193.18,1,CM05.000033
10671,2025-01-22,C000215,87,203.65,1,CM05.000033
10672,2025-01-23,C000944,43,2528.19,1,060400
10672,2025-01-23,C000944,43,15872.59,12,060401
10672,2025-01-23,C000944,43,0.0,48,MO.TcAg.110
10672,2025-01-23,C000944,43,20149.12,45,101101
10672,2025-01-23,C000944,43,0.0,140,CM01.000018
10672,2025-01-23,C000944,43,0.0,141,CM01.000372
10672,2025-01-23,C000944,43,0.0,151,MO.HFps.200
10672,2025-01-23,C000944,43,294232.78,162,101112
10673,2025-01-23,C001104,43,2874.92,1,101100
10673,2025-01-23,C001104,43,0.0,1,MO.TcAs.100
10673,2025-01-23,C001104,43,12264.37,1,101100
10673,2025-01-23,C001104,43,0.0,12,MO.TcAs.100
10674,2025-01-23,C001104,43,3550.86,1,101100
10674,2025-01-23,C001104,43,0.0,10,MO.TcAs.100
10674,2025-01-23,C001104,43,1839.89,1,101100
10674,2025-01-23,C001104,43,0.0,1,MO.TcAs.100
10674,2025-01-23,C001104,43,4564.45,4,101100
10674,2025-01-23,C001104,43,0.0,1,MO.TcAs.100
10675,2025-01-23,C001104,43,6941.4,15,101100
10675,2025-01-23,C001104,43,0.0,14,MO.TcAs.100
10676,2025-01-23,C000802,43,46375.36,17,101112
10676,2025-01-23,C000802,43,0.0,16,MO.HFps.200
10676,2025-01-23,C000802,43,0.0,33,CM01.000372
10676,2025-01-23,C000802,43,0.0,36,CM01.000018
10676,2025-01-23,C000802,43,34813.97,56,101100
10676,2025-01-23,C000802,43,0.0,55,MO.TcAs.100
10676,2025-01-23,C000802,43,78861.97,9,060401
10676,2025-01-23,C000802,43,0.0,1,MO.TcAg.110
10676,2025-01-23,C000802,43,1095.42,1,101101
10679,2025-01-24,C000273,68,0.0,1,MO.TcAg.110
10679,2025-01-24,C000273,68,313.91,1,101101
10680,2025-01-24,C000273,68,0.0,11,MO.TcAg.110
10680,2025-01-24,C000273,68,593.88,1,101101
10681,2025-01-24,C000273,68,270.62,1,101101
10681,2025-01-24,C000273,68,0.0,1,MO.TcAg.110
10683,2025-01-27,C000624,68,12896.08,29,101112
10683,2025-01-27,C000624,68,0.0,8,MO.HFps.200
10683,2025-01-27,C000624,68,0.0,31,CM01.000372
10683,2025-01-27,C000624,68,0.0,30,CM01.000018
10684,2025-01-27,C000511,26,38239.93,22,060401
10688,2025-01-27,C000624,68,4831.68,3,101100
10688,2025-01-27,C000624,68,0.0,1,MO.TcAs.100
10689,2025-01-27,C000552,82,4044.5,27,101101
10689,2025-01-27,C000552,82,0.0,18,MO.TcAg.110
10691,2025-01-27,C000215,87,64.69,11,EQ04.000055
10691,2025-01-27,C000215,87,460.74,1,CM05.000033
10692,2025-01-27,C000387,88,4533.82,2,060401
10693,2025-01-27,C000215,87,82.99,1,EQ04.000055
10693,2025-01-27,C000215,87,713.45,1,CM05.000033
10694,2025-01-27,C001238,7,2055.73,8,060401
10695,2025-01-27,C000215,87,0.0,36,MO.TcAg.110
10695,2025-01-27,C000215,87,30704.17,55,101101
10696,2025-01-27,C000006,83,0.0,13,MO.TcAs.100
10696,2025-01-27,C000006,83,1327.16,12,101100
10697,2025-01-27,C000352,83,0.0,1,MO.TcAs.100
10697,2025-01-27,C000352,83,2349.75,18,101100
10697,2025-01-27,C000352,83,0.0,5,CM01.000018
10697,2025-01-27,C000352,83,0.0,11,CM01.000372
10697,2025-01-27,C000352,83,0.0,7,MO.HFps.200
10697,2025-01-27,C000352,83,7527.96,9,101112
10702,2025-01-28,C000797,43,49974.17,52,101112
10702,2025-01-28,C000797,43,0.0,52,MO.HFps.200
10702,2025-01-28,C000797,43,0.0,40,CM01.000372
10702,2025-01-28,C000797,43,0.0,45,CM01.000018
10704,2025-01-28,C000215,87,4752.63,24,CM05.000033
10704,2025-01-28,C000215,87,625.79,20,EQ04.000055
10704,2025-01-28,C000215,87,755.35,1,EQ02.000653
10705,2025-01-28,C000352,83,849.42,12,EQ02.000653
10706,2025-01-28,C000215,87,325.65,1,CM05.000033
10706,2025-01-28,C000215,87,10.0,1,EQ04.000055
10706,2025-01-28,C000215,87,1342.53,1,EQ02.000653
10707,2025-01-28,C000215,87,342.24,6,CM05.000033
10708,2025-01-28,C000273,68,2300.82,12,060401
10709,2025-01-28,C000273,68,1454.49,1,101112
10709,2025-01-28,C000273,68,0.0,12,MO.HFps.200
10709,2025-01-28,C000273,68,0.0,1,CM01.000372
10709,2025-01-28,C000273,68,0.0,2,CM01.000018
10710,2025-01-28,C000215,87,312.24,1,101101
10710,2025-01-28,C000215,87,0.0,1,MO.TcAg.110
10711,2025-01-29,C000352,83,2196.08,1,101112
10711,2025-01-29,C000352,83,0.0,14,MO.HFps.200
10711,2025-01-29,C000352,83,0.0,1,CM01.000372
10711,2025-01-29,C000352,83,0.0,2,CM01.000018
10712,2025-01-29,C000215,87,0.0,8,CM01.000018
10712,2025-01-29,C000215,87,0.0,15,CM01.000372
10712,2025-01-29,C000215,87,0.0,11,MO.HFps.200
10712,2025-01-29,C000215,87,1677.17,6,101112
10714,2025-01-29,C000702,75,235550.25,101,101112
10714,2025-01-29,C000702,75,0.0,92,MO.HFps.200
10714,2025-01-29,C000702,75,0.0,80,CM01.000372
10714,2025-01-29,C000702,75,0.0,91,CM01.000018
10715,2025-01-29,C000215,87,169749.04,416,101101
10715,2025-01-29,C000215,87,0.0,416,MO.TcAg.110
10717,2025-01-29,C000215,87,697.39,15,CM05.000033
10717,2025-01-29,C000215,87,76.51,10,EQ04.000055
10718,2025-01-29,C000215,87,1956.6,8,CM05.000033
10718,2025-01-29,C000215,87,171.0,11,EQ04.000055
10719,2025-01-29,C000352,83,448.28,9,CM05.000033
10720,2025-01-29,C000215,87,35418.1,148,101101
10720,2025-01-29,C000215,87,0.0,134,MO.TcAg.110
10721,2025-01-29,C000215,87,46961.65,110,101101
10721,2025-01-29,C000215,87,0.0,104,MO.TcAg.110
10722,2025-01-29,C000215,87,35.2,1,EQ04.000055
10722,2025-01-29,C000215,87,821.64,3,CM05.000033
10723,2025-01-29,C000352,83,0.0,3,CM01.000018
10723,2025-01-29,C000352,83,0.0,11,CM01.000372
10723,2025-01-29,C000352,83,0.0,18,MO.HFps.200
10723,2025-01-29,C000352,83,15681.64,20,101112
10723,2025-01-29,C000352,83,0.0,12,MO.TcAs.100
10723,2025-01-29,C000352,83,12091.13,8,101100
10724,2025-01-29,C000352,83,10515.78,3,060401
10725,2025-01-29,C000007,68,5751.52,311,EQ04.000055
10726,2025-01-30,C000215,87,16.4,11,EQ04.000055
10726,2025-01-30,C000215,87,630.19,3,CM05.000033
10727,2025-01-30,C000352,83,308.32,13,CM05.000033
10728,2025-01-30,C000273,68,0.0,2,CM01.000372
10728,2025-01-30,C000273,68,0.0,1,MO.HFps.200
10728,2025-01-30,C000273,68,617.81,13,101112
10728,2025-01-30,C000273,68,0.0,1,CM01.000018
10729,2025-01-30,C000273,68,0.0,1,CM01.000018
10729,2025-01-30,C000273,68,0.0,2,CM01.000372
10729,2025-01-30,C000273,68,0.0,9,MO.HFps.200
10729,2025-01-30,C000273,68,693.24,1,101112
10731,2025-01-30,C000273,68,2433.91,6,060401
10732,2025-01-30,C000273,68,961.81,8,101112
10732,2025-01-30,C000273,68,0.0,1,MO.HFps.200
10732,2025-01-30,C000273,68,0.0,1,CM01.000372
10732,2025-01-30,C000273,68,0.0,4,CM01.000018
10734,2025-01-30,C000198,26,5429.05,5,101112
10734,2025-01-30,C000198,26,0.0,2,MO.HFps.200
10734,2025-01-30,C000198,26,0.0,1,CM01.000372
10734,2025-01-30,C000198,26,0.0,8,CM01.000018
10735,2025-01-30,C000273,68,2357.34,11,101101
10735,2025-01-30,C000273,68,0.0,3,MO.TcAg.110
10735,2025-01-30,C000273,68,7055.87,12,101112
10735,2025-01-30,C000273,68,0.0,10,MO.HFps.200
10735,2025-01-30,C000273,68,0.0,7,CM01.000372
10735,2025-01-30,C000273,68,0.0,2,CM01.000018
10736,2025-01-30,C000128,61,0.0,1,CM01.000018
10736,2025-01-30,C000128,61,0.0,12,CM01.000372
10736,2025-01-30,C000128,61,0.0,1,MO.HFps.200
10736,2025-01-30,C000128,61,16081.1,15,101112
10737,2025-01-30,C000007,68,5935.35,1,101101
10737,2025-01-30,C000007,68,0.0,14,MO.TcAg.110
10737,2025-01-30,C000007,68,4644.46,11,101112
10737,2025-01-30,C000007,68,0.0,8,MO.HFps.200
10737,2025-01-30,C000007,68,0.0,16,CM01.000372
10737,2025-01-30,C000007,68,0.0,9,CM01.000018
10738,2025-01-30,C000273,68,864.54,7,101112
10738,2025-01-30,C000273,68,0.0,13,MO.HFps.200
10738,2025-01-30,C000273,68,0.0,1,CM01.000372
10738,2025-01-30,C000273,68,0.0,2,CM01.000018
10739,2025-01-30,C001071,68,17625.96,1,101112
10739,2025-01-30,C001071,68,0.0,14,MO.HFps.200
10739,2025-01-30,C001071,68,0.0,8,CM01.000372
10739,2025-01-30,C001071,68,0.0,1,CM01.000018
10740,2025-01-30,C000552,82,0.0,35,MO.TcAg.110
10740,2025-01-30,C000552,82,11555.89,47,101101
10741,2025-01-30,C000162,87,0.0,19,CM01.000018
10741,2025-01-30,C000162,87,0.0,19,CM01.000372
10741,2025-01-30,C000162,87,0.0,10,MO.HFps.200
10741,2025-01-30,C000162,87,35729.81,26,101112
10743,2025-01-30,C000162,87,0.0,44,MO.HFps.200
10743,2025-01-30,C000162,87,55561.12,44,101112
10743,2025-01-30,C000162,87,0.0,37,CM01.000372
10743,2025-01-30,C000162,87,0.0,43,CM01.000018
10744,2025-01-30,C000702,75,20153.85,16,060401
10745,2025-01-30,C000352,83,32384.62,8,060401
10747,2025-01-30,C000723,59,4710.13,8,101100
10747,2025-01-30,C000723,59,0.0,8,MO.TcAs.100
10748,2025-01-30,C000900,87,28809.72,1,060401
10749,2025-01-30,C000352,83,4031.89,2,101100
10749,2025-01-30,C000352,83,0.0,5,MO.TcAs.100
10750,2025-01-31,C000009,83,4551.14,1,060401
10752,2025-01-31,C000387,88,78211.92,25,101112
10752,2025-01-31,C000387,88,0.0,15,MO.HFps.200
10752,2025-01-31,C000387,88,0.0,23,CM01.000372
10752,2025-01-31,C000387,88,0.0,24,CM01.000018
10753,2025-01-31,C000927,83,8154.94,1,101101
10753,2025-01-31,C000927,83,0.0,13,MO.TcAg.110
10755,2025-01-31,C000198,26,22439.45,21,101100
10755,2025-01-31,C000198,26,0.0,42,MO.TcAs.100
10756,2025-01-31,C000334,82,12538.26,16,101101
10756,2025-01-31,C000334,82,0.0,8,MO.TcAg.110
10757,2025-01-31,C000215,87,5870.21,3,101112
10757,2025-01-31,C000215,87,0.0,10,MO.HFps.200
10757,2025-01-31,C000215,87,0.0,1,CM01.000372
10757,2025-01-31,C000215,87,0.0,9,CM01.000018
10758,2025-01-31,C000353,75,124836.74,58,101112
10758,2025-01-31,C000353,75,0.0,58,MO.HFps.200
10758,2025-01-31,C000353,75,0.0,49,CM01.000372
10758,2025-01-31,C000353,75,0.0,57,CM01.000018
10759,2025-01-31,C000002,26,7719.74,12,101112
10759,2025-01-31,C000002,26,0.0,5,MO.HFps.200
10759,2025-01-31,C000002,26,0.0,1,CM01.000372
10759,2025-01-31,C000002,26,0.0,1,CM01.000018
10761,2025-01-31,C000215,87,78845.98,60,101112
10761,2025-01-31,C000215,87,0.0,39,MO.HFps.200
10761,2025-01-31,C000215,87,0.0,53,CM01.000372
10761,2025-01-31,C000215,87,0.0,53,CM01.000018
10761,2025-01-31,C000215,87,1014.01,1,CM05.000033
10761,2025-01-31,C000215,87,6252.06,1,060401
10764,2025-01-31,C000963,74,0.0,6,MO.TcAg.110
10764,2025-01-31,C000963,74,3437.52,1,101101
10765,2025-01-31,C000007,68,6706.32,1,101101
10765,2025-01-31,C000007,68,0.0,17,MO.TcAg.110
10765,2025-01-31,C000007,68,5600.01,7,101112
10765,2025-01-31,C000007,68,0.0,11,MO.HFps.200
10765,2025-01-31,C000007,68,0.0,10,CM01.000372
10765,2025-01-31,C000007,68,0.0,1,CM01.000018
10766,2025-01-31,C000273,68,2305.21,5,060401
10767,2025-01-31,C000273,3,73352.82,107,101112
10767,2025-01-31,C000273,3,0.0,101,MO.HFps.200
10767,2025-01-31,C000273,3,0.0,100,CM01.000372
10767,2025-01-31,C000273,3,0.0,113,CM01.000018
10771,2025-02-03,C000963,74,1861.03,14,101112
10771,2025-02-03,C000963,74,0.0,1,MO.HFps.200
10771,2025-02-03,C000963,74,0.0,1,CM01.000372
10771,2025-02-03,C000963,74,0.0,5,CM01.000018
10772,2025-02-03,C000535,73,0.0,8,CM01.000018
10772,2025-02-03,C000535,73,0.0,17,CM01.000372
10772,2025-02-03,C000535,73,0.0,9,MO.HFps.200
10772,2025-02-03,C000535,73,19311.85,15,101112
10776,2025-02-04,C000930,43,983.98,13,060401-S
10776,2025-02-04,C000930,43,3904.9,19,101112
10776,2025-02-04,C000930,43,0.0,1,MO.HFps.200
10776,2025-02-04,C000930,43,0.0,12,CM01.000372
10776,2025-02-04,C000930,43,0.0,13,CM01.000018
10779,2025-02-05,C001038,43,14784.82,2,600710-S
10779,2025-02-05,C001038,43,0.0,1,MO.DyG_v2_IoT_S.600710.110
10780,2025-02-05,C001238,5,0.0,15,CM01.000018
10780,2025-02-05,C001238,5,24597.37,1,101112
10780,2025-02-05,C001238,5,0.0,18,MO.HFps.200
10780,2025-02-05,C001238,5,0.0,10,CM01.000372
10782,2025-02-05,C000273,3,0.0,1,MO.HFps.200
10782,2025-02-05,C000273,3,0.0,1,CM01.000372
10782,2025-02-05,C000273,3,0.0,2,CM01.000018
10782,2025-02-05,C000273,3,213.14,1,101101
10782,2025-02-05,C000273,3,0.0,1,MO.TcAg.110
10782,2025-02-05,C000273,3,1784.16,2,101112
10786,2025-02-06,C000215,87,3837.43,5,EQ04.000030
10787,2025-02-06,C000905,43,0.0,5,CM01.000018
10787,2025-02-06,C000905,43,0.0,23,CM01.000372
10787,2025-02-06,C000905,43,0.0,9,MO.HFps.200
10787,2025-02-06,C000905,43,6476.98,20,101112
10787,2025-02-06,C000905,43,11471.32,1,060401-S
10788,2025-02-06,C000188,3,28072.33,11,101112
10788,2025-02-06,C000188,3,0.0,1,MO.HFps.200
10788,2025-02-06,C000188,3,0.0,3,CM01.000372
10788,2025-02-06,C000188,3,0.0,22,CM01.000018
10789,2025-02-06,C000273,3,0.0,92,CM01.000018
10789,2025-02-06,C000273,3,0.0,103,CM01.000372
10789,2025-02-06,C000273,3,0.0,86,MO.HFps.200
10789,2025-02-06,C000273,3,90020.36,85,101112
10792,2025-02-06,C000188,68,32287.25,25,101112
10792,2025-02-06,C000188,68,0.0,29,MO.HFps.200
10792,2025-02-06,C000188,68,0.0,24,CM01.000372
10792,2025-02-06,C000188,68,0.0,17,CM01.000018
10792,2025-02-06,C000188,68,22232.1,8,101100
10792,2025-02-06,C000188,68,0.0,14,MO.TcAs.100
10793,2025-02-06,C000595,73,755.57,1,101112
10793,2025-02-06,C000595,73,0.0,1,MO.HFps.200
10793,2025-02-06,C000595,73,0.0,1,CM01.000372
10793,2025-02-06,C000595,73,0.0,13,CM01.000018
10794,2025-02-07,C000273,3,0.0,1,MO.TcAg.100
10794,2025-02-07,C000273,3,156.46,5,101101
10795,2025-02-07,C000273,3,1968.48,1,101112
10795,2025-02-07,C000273,3,0.0,12,MO.TcAg.100
10795,2025-02-07,C000273,3,702.09,6,101101
10795,2025-02-07,C000273,3,0.0,11,MO.HFps.200
10795,2025-02-07,C000273,3,0.0,1,CM01.000372
10795,2025-02-07,C000273,3,0.0,1,CM01.000018
10796,2025-02-07,C000273,3,0.0,9,MO.TcAg.110
10796,2025-02-07,C000273,3,214.14,1,101101
10797,2025-02-07,C000273,3,0.0,1,CM01.000018
10797,2025-02-07,C000273,3,0.0,2,CM01.000372
10797,2025-02-07,C000273,3,0.0,1,MO.HFps.200
10797,2025-02-07,C000273,3,481.03,6,101112
10798,2025-02-07,C000585,68,2388.63,23,CM05.000033
10798,2025-02-07,C000585,68,1023.95,3,EQ02.000653
10798,2025-02-07,C000585,68,2519.95,110,EQ04.000055
10799,2025-02-07,C000510,82,0.0,4,CM02.000089
10799,2025-02-07,C000510,82,0.0,5,CM06.000140
10799,2025-02-07,C000510,82,0.0,3,EQ02.000002
10799,2025-02-07,C000510,82,0.0,1,MO.HFpPO.200
10799,2025-02-07,C000510,82,8711.05,7,101112-PO
10800,2025-02-10,C000959,59,10080.7,5,101112
10800,2025-02-10,C000959,59,0.0,1,MO.HFps.200
10800,2025-02-10,C000959,59,0.0,1,CM01.000372
10800,2025-02-10,C000959,59,0.0,1,CM01.000018
10804,2025-02-11,C000858,89,19028.17,7,600710
10804,2025-02-11,C000858,89,0.0,11,MO.DyG_v2_IoT.600710.111
10806,2025-02-12,C000900,7,344.7,1,CM05.000033
10807,2025-02-12,C000900,7,116.05,1,CM05.000033
10808,2025-02-12,C000900,7,231.34,12,CM05.000033
10809,2025-02-12,C000963,74,133.95,4,EQ04.000055
10810,2025-02-12,C000215,7,64.61,1,EQ04.000055
10810,2025-02-12,C000215,7,815.82,10,CM05.000033
